species	assembly	source	taxonomy	assembly_link	annotation_link	file_type	group
Acanthamoeba_castellanii	Acastellanii.strNEFF_v1	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Discosea::Centramoebia::Acanthopodida::Acanthamoebidae::Acanthamoeba	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_amoebozoa1_collection/acanthamoeba_castellanii_str_neff_gca_000313135/dna/Acanthamoeba_castellanii_str_neff_gca_000313135.Acastellanii.strNEFF_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_amoebozoa1_collection/acanthamoeba_castellanii_str_neff_gca_000313135/Acanthamoeba_castellanii_str_neff_gca_000313135.Acastellanii.strNEFF_v1.47.gtf.gz	gtf	263
Entamoeba_dispar	JCVI_EDISG_1.0	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Evosea::Archamoebae::Entamoeba::Entamoebidae::Entamoeba	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_amoebozoa1_collection/entamoeba_dispar_saw760_gca_000209125/dna/Entamoeba_dispar_saw760_gca_000209125.JCVI_EDISG_1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_amoebozoa1_collection/entamoeba_dispar_saw760_gca_000209125/Entamoeba_dispar_saw760_gca_000209125.JCVI_EDISG_1.0.47.gtf.gz	gtf	263
Entamoeba_histolytica	JCVI-ESG2-1.0	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Evosea::Archamoebae::Entamoeba::Entamoebidae::Entamoeba	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/entamoeba_histolytica/dna/Entamoeba_histolytica.JCVI-ESG2-1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/entamoeba_histolytica/Entamoeba_histolytica.JCVI-ESG2-1.0.47.gtf.gz	gtf	263
Entamoeba_invadens	EIA2_v2	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Evosea::Archamoebae::Entamoeba::Entamoebidae::Entamoeba	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_amoebozoa1_collection/entamoeba_invadens_ip1_gca_000330505/dna/Entamoeba_invadens_ip1_gca_000330505.EIA2_v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_amoebozoa1_collection/entamoeba_invadens_ip1_gca_000330505/Entamoeba_invadens_ip1_gca_000330505.EIA2_v2.47.gtf.gz	gtf	263
Dictyostelium_discoideum	dicty_2.7	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Evosea::Eumycetozoa::Dictyosteliales::Dictyosteliaceae::Dictyostelium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/dictyostelium_discoideum/dna/Dictyostelium_discoideum.dicty_2.7.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/dictyostelium_discoideum/Dictyostelium_discoideum.dicty_2.7.47.gtf.gz	gtf	263
Planoprotostelium_fungivorum	ASM302417v1	EnsemblProtists47	Amorphea::Amoebozoa::Protista::Evosea::Variosea::Cavosteliida::Cavosteliaceae::Planoprotostelium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_amoebozoa1_collection/planoprotostelium_fungivorum_gca_003024175/dna/Planoprotostelium_fungivorum_gca_003024175.ASM302417v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_amoebozoa1_collection/planoprotostelium_fungivorum_gca_003024175/Planoprotostelium_fungivorum_gca_003024175.ASM302417v1.47.gtf.gz	gtf	263
Thecamonas_trahens	TheTra_May2010	EnsemblProtists47	Amorphea::Apusomonada::Protista::NA::NA::Apusomonadida::Apusomonadidae::Thecamonas	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_apusozoa1_collection/thecamonas_trahens_atcc_50062_gca_000142905/dna/Thecamonas_trahens_atcc_50062_gca_000142905.TheTra_May2010.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_apusozoa1_collection/thecamonas_trahens_atcc_50062_gca_000142905/Thecamonas_trahens_atcc_50062_gca_000142905.TheTra_May2010.47.gtf.gz	gtf	263
Monosiga_brevicollis_mx1	V1.0	EnsemblProtists47	Amorphea::Opisthokonta::Protista::NA::Choanoflagellata::Craspedida::Salpingoecidae::Monosiga	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_choanoflagellida1_collection/monosiga_brevicollis_mx1_gca_000002865/dna/Monosiga_brevicollis_mx1_gca_000002865.V1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_choanoflagellida1_collection/monosiga_brevicollis_mx1_gca_000002865/Monosiga_brevicollis_mx1_gca_000002865.V1.0.47.gtf.gz	gtf	263
Salpingoeca_rosetta	Proterospongia_sp_ATCC50818	EnsemblProtists47	Amorphea::Opisthokonta::Protista::NA::Choanoflagellata::Craspedida::Salpingoecidae::Salpingoeca	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_choanoflagellida1_collection/salpingoeca_rosetta_gca_000188695/dna/Salpingoeca_rosetta_gca_000188695.Proterospongia_sp_ATCC50818.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_choanoflagellida1_collection/salpingoeca_rosetta_gca_000188695/Salpingoeca_rosetta_gca_000188695.Proterospongia_sp_ATCC50818.47.gtf.gz	gtf	263
Capsaspora_owczarzaki	C_owczarzaki_V2	EnsemblProtists47	Amorphea::Opisthokonta::Protista::NA::NA::Filasterea::Ministeriida::Capsaspora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_ichthyosporea1_collection/capsaspora_owczarzaki_atcc_30864_gca_000151315/dna/Capsaspora_owczarzaki_atcc_30864_gca_000151315.C_owczarzaki_V2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_ichthyosporea1_collection/capsaspora_owczarzaki_atcc_30864_gca_000151315/Capsaspora_owczarzaki_atcc_30864_gca_000151315.C_owczarzaki_V2.47.gtf.gz	gtf	263
Sphaeroforma_arctica	Spha_arctica_JP610_V1	EnsemblProtists47	Amorphea::Opisthokonta::Protista::NA::NA::Ichthyosporea::Ichthyophonida::Sphaeroforma	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_ichthyosporea1_collection/sphaeroforma_arctica_jp610_gca_001186125/dna/Sphaeroforma_arctica_jp610_gca_001186125.Spha_arctica_JP610_V1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_ichthyosporea1_collection/sphaeroforma_arctica_jp610_gca_001186125/Sphaeroforma_arctica_jp610_gca_001186125.Spha_arctica_JP610_V1.47.gtf.gz	gtf	263
Saprolegnia_parasitica	ASM15154v2	EnsemblProtists47	Amorphea::Opisthokonta::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Saprolegniales::Saprolegnia	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/saprolegnia_parasitica_cbs_223_65_gca_000151545/dna/Saprolegnia_parasitica_cbs_223_65_gca_000151545.ASM15154v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/saprolegnia_parasitica_cbs_223_65_gca_000151545/Saprolegnia_parasitica_cbs_223_65_gca_000151545.ASM15154v2.47.gtf.gz	gtf	263
Chroomonas_mesostigmatica	ASM28609v1	EnsemblProtists47	Cryptista::Cryptophyta::Protista::NA::Cryptista::Cryptophyceae::Cryptomonadales::Chroomonas	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_cryptophyta1_collection/chroomonas_mesostigmatica_ccmp1168_gca_000286095/dna/Chroomonas_mesostigmatica_ccmp1168_gca_000286095.ASM28609v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_cryptophyta1_collection/chroomonas_mesostigmatica_ccmp1168_gca_000286095/Chroomonas_mesostigmatica_ccmp1168_gca_000286095.ASM28609v1.47.gtf.gz	gtf	263
Cryptomonas_paramecium	ASM19445v1	EnsemblProtists47	Cryptista::Cryptophyta::Protista::NA::Cryptista::Cryptophyceae::Cryptomonadales::Cryptomonas	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_cryptophyta1_collection/cryptomonas_paramecium_gca_000194455/dna/Cryptomonas_paramecium_gca_000194455.ASM19445v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_cryptophyta1_collection/cryptomonas_paramecium_gca_000194455/Cryptomonas_paramecium_gca_000194455.ASM19445v1.47.gtf.gz	gtf	263
Guillardia_theta	Guith1	EnsemblProtists47	Cryptista::Cryptophyta::Protista::NA::Cryptista::Cryptophyceae::Cryptomonadales::Guillardia	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/guillardia_theta/dna/Guillardia_theta.Guith1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/guillardia_theta/Guillardia_theta.Guith1.47.gtf.gz	gtf	263
Leishmania_major	ASM272v2	EnsemblProtists47	Excavata::Discoba::Protista::Euglenozoa::Kinetoplastea::Metakinetoplastina::Trypanosomatidae::Leishmania	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/leishmania_major/dna/Leishmania_major.ASM272v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/leishmania_major/Leishmania_major.ASM272v2.47.gtf.gz	gtf	263
Trypanosoma_brucei	TryBru_Apr2005_chr11	EnsemblProtists47	Excavata::Discoba::Protista::Euglenozoa::Kinetoplastea::Trypanosomatida::Trypanosomatidae::Trypanosoma	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/trypanosoma_brucei/dna/Trypanosoma_brucei.TryBru_Apr2005_chr11.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/trypanosoma_brucei/Trypanosoma_brucei.TryBru_Apr2005_chr11.47.gtf.gz	gtf	263
Naegleria_gruberi	V1.0	EnsemblProtists47	Excavata::Discoba::Protista::Heterolobosea::Tetramitia::Eutetramitia::Vahlkampfiidae::Naegleria	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_heterolobosea1_collection/naegleria_gruberi_gca_000004985/dna/Naegleria_gruberi_gca_000004985.V1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_heterolobosea1_collection/naegleria_gruberi_gca_000004985/Naegleria_gruberi_gca_000004985.V1.0.47.gtf.gz	gtf	263
Kipferlia_bialata	KIPB_1.0	EnsemblProtists47	Excavata::Metamonada::Protista::Fornicata::Carpediemonas-like::NA::NA::Kipferlia	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_fornicata1_collection/kipferlia_bialata_gca_003568945/dna/Kipferlia_bialata_gca_003568945.KIPB_1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_fornicata1_collection/kipferlia_bialata_gca_003568945/Kipferlia_bialata_gca_003568945.KIPB_1.0.47.gtf.gz	gtf	263
Giardia_lamblia	GL2	EnsemblProtists47	Excavata::Metamonada::Protista::Fornicata::Diplomonadida::NA::Giardiinae::Giardia	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/giardia_lamblia/dna/Giardia_lamblia.GL2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/giardia_lamblia/Giardia_lamblia.GL2.47.gtf.gz	gtf	263
Spironucleus_salmonicida	SSK3.0	EnsemblProtists47	Excavata::Metamonada::Protista::Fornicata::Diplomonadida::NA::Hexamitidae::Spironucleus	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_fornicata1_collection/spironucleus_salmonicida_gca_000497125/dna/Spironucleus_salmonicida_gca_000497125.SSK3.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_fornicata1_collection/spironucleus_salmonicida_gca_000497125/Spironucleus_salmonicida_gca_000497125.SSK3.0.47.gtf.gz	gtf	263
Emiliania_huxleyi	CCMP1516_v1.0	EnsemblProtists47	Haptista::Haptophyta::Protista::Haptista::Haptophyta::Prymnesiophyceae::Isochrysidales::Emiliania	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/emiliania_huxleyi/dna/Emiliania_huxleyi.Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/emiliania_huxleyi/Emiliania_huxleyi.Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0.47.gtf.gz	gtf	263
Plasmodium_falciparum	ASM276v2	EnsemblProtists47	TSAR::Alveolata::Protista::Apicomplexa::Aconoidasida::Haemospororida::Plasmodiidae::Plasmodium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/plasmodium_falciparum/dna/Plasmodium_falciparum.ASM276v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/plasmodium_falciparum/Plasmodium_falciparum.ASM276v2.47.gtf.gz	gtf	263
Plasmodium_vivax	ASM241v2	EnsemblProtists47	TSAR::Alveolata::Protista::Apicomplexa::Aconoidasida::Haemospororida::Plasmodiidae::Plasmodium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/plasmodium_vivax/dna/Plasmodium_vivax.ASM241v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/plasmodium_vivax/Plasmodium_vivax.ASM241v2.47.gtf.gz	gtf	263
Toxoplasma_gondii_ME49	TGA4	EnsemblProtists47	TSAR::Alveolata::Protista::Apicomplexa::Conoidasida::Eucoccidiorida::Sarcocystidae::Toxoplasma	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/toxoplasma_gondii/dna/Toxoplasma_gondii.TGA4.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/toxoplasma_gondii/Toxoplasma_gondii.TGA4.47.gtf.gz	gtf	263
Tetrahymena_thermophila	JCVI-TTA1-2.2	EnsemblProtists47	TSAR::Alveolata::Protista::Ciliophora::Oligomymenophorea::Hymenostomatida::Tetrahymenidae::Tetrahymena	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/tetrahymena_thermophila/dna/Tetrahymena_thermophila.JCVI-TTA1-2.2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/tetrahymena_thermophila/Tetrahymena_thermophila.JCVI-TTA1-2.2.47.gtf.gz	gtf	263
Paramecium_tetraurelia	ASM16542v1	EnsemblProtists47	TSAR::Alveolata::Protista::Ciliophora::Oligomymenophorea::Peniculida::Parameciidae::Paramecium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/paramecium_tetraurelia/dna/Paramecium_tetraurelia.ASM16542v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/paramecium_tetraurelia/Paramecium_tetraurelia.ASM16542v1.47.gtf.gz	gtf	263
Symbiodinium_microadriaticum	ASM193914v1	EnsemblProtists47	TSAR::Alveolata::Protista::Dinoflagellata::Dinophyceae::Gymnodiniphycidae::Suessialeceae::Symbiodinium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_alveolata1_collection/symbiodinium_microadriaticum_gca_001939145/dna/Symbiodinium_microadriaticum_gca_001939145.ASM193914v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_alveolata1_collection/symbiodinium_microadriaticum_gca_001939145/Symbiodinium_microadriaticum_gca_001939145.ASM193914v1.47.gtf.gz	gtf	263
Perkinsus_marinus	JCVI_PMG_1.0	EnsemblProtists47	TSAR::Alveolata::Protista::NA::NA::NA::Perkinsidae::Perkinsus	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_alveolata1_collection/perkinsus_marinus_atcc_50983_gca_000006405/dna/Perkinsus_marinus_atcc_50983_gca_000006405.JCVI_PMG_1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_alveolata1_collection/perkinsus_marinus_atcc_50983_gca_000006405/Perkinsus_marinus_atcc_50983_gca_000006405.JCVI_PMG_1.0.47.gtf.gz	gtf	263
Bigelowiella_natans	Bigna1	EnsemblProtists47	TSAR::Rhizaria::Protista::Cercozoa::NA::NA::Chlorarachnea::Bigelowiella	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/bigelowiella_natans/dna/Bigelowiella_natans.Bigna1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/bigelowiella_natans/Bigelowiella_natans.Bigna1.47.gtf.gz	gtf	263
Plasmodiophora_brassicae	pbe3.h15	EnsemblProtists47	TSAR::Rhizaria::Protista::Endomyxa::Phytomyxea::Plasmodiophorida::Plasmodiophoridae::Plasmodiophora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_rhizaria1_collection/plasmodiophora_brassicae_gca_001049375/dna/Plasmodiophora_brassicae_gca_001049375.pbe3.h15.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_rhizaria1_collection/plasmodiophora_brassicae_gca_001049375/Plasmodiophora_brassicae_gca_001049375.pbe3.h15.47.gtf.gz	gtf	263
Reticulomyxa_filosa	Reti_assembly1.0	EnsemblProtists47	TSAR::Rhizaria::Protista::Foraminifera::Monothalamea::Reticulomyxidae::NA::Reticulomyxa	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_rhizaria1_collection/reticulomyxa_filosa_gca_000512085/dna/Reticulomyxa_filosa_gca_000512085.Reti_assembly1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_rhizaria1_collection/reticulomyxa_filosa_gca_000512085/Reticulomyxa_filosa_gca_000512085.Reti_assembly1.0.47.gtf.gz	gtf	263
Blastocystis_hominis	ASM15166v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Bigyria::Opalozoa::Opalinata::Blastocystis	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/blastocystis_hominis_gca_000151665/dna/Blastocystis_hominis_gca_000151665.ASM15166v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/blastocystis_hominis_gca_000151665/Blastocystis_hominis_gca_000151665.ASM15166v1.47.gtf.gz	gtf	263
Nannochloropsis_gaditana	ASM24072v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Chrysista::Eustigmatales::Monodopsidaceae::Nannochloropsis	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/nannochloropsis_gaditana_ccmp526_gca_000240725/dna/Nannochloropsis_gaditana_ccmp526_gca_000240725.ASM24072v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/nannochloropsis_gaditana_ccmp526_gca_000240725/Nannochloropsis_gaditana_ccmp526_gca_000240725.ASM24072v1.47.gtf.gz	gtf	263
Ectocarpus_siliculosus	ASM31002v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Chrysista::Phaeophyceae::Ectocarpaceae::Ectocarpus	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/ectocarpus_siliculosus_gca_000310025/dna/Ectocarpus_siliculosus_gca_000310025.ASM31002v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/ectocarpus_siliculosus_gca_000310025/Ectocarpus_siliculosus_gca_000310025.ASM31002v1.47.gtf.gz	gtf	263
Phaeodactylum_tricornutum	ASM15095v2	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Diatomista::Diatomeae::Bacillariophytina::Phaeodactylum	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phaeodactylum_tricornutum/dna/Phaeodactylum_tricornutum.ASM15095v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phaeodactylum_tricornutum/Phaeodactylum_tricornutum.ASM15095v2.47.gtf.gz	gtf	263
Pseudonitzschia_multistriata	ASM90066040v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Diatomista::Diatomeae::Bacillariophytina::Pseudonitzschia	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/pseudonitzschia_multistriata/dna/Pseudonitzschia_multistriata.ASM90066040v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/pseudonitzschia_multistriata/Pseudonitzschia_multistriata.ASM90066040v1.47.gtf.gz	gtf	263
Thalassiosira_pseudonana	ASM14940v2	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Diatomista::Diatomeae::Bacillariophytina::Thalassiosira	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/thalassiosira_pseudonana/dna/Thalassiosira_pseudonana.ASM14940v2.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/thalassiosira_pseudonana/Thalassiosira_pseudonana.ASM14940v2.47.gtf.gz	gtf	263
Aureococcus_anophagefferens	v_1.0	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Diatomista::Pelagomonadales::NA::Aureococcus	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/aureococcus_anophagefferens_gca_000186865/dna/Aureococcus_anophagefferens_gca_000186865.v_1.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/aureococcus_anophagefferens_gca_000186865/Aureococcus_anophagefferens_gca_000186865.v_1.0.47.gtf.gz	gtf	263
Albugo_laibachii	ENA_1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Albugo	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/albugo_laibachii/dna/Albugo_laibachii.ENA1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/albugo_laibachii/Albugo_laibachii.ENA1.47.gtf.gz	gtf	263
Hyaloperonospora_arabidopsidis	HyaAraEmoy2_2.0	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Hyaloperonospora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/hyaloperonospora_arabidopsidis/dna/Hyaloperonospora_arabidopsidis.HyaAraEmoy2_2.0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/hyaloperonospora_arabidopsidis/Hyaloperonospora_arabidopsidis.HyaAraEmoy2_2.0.47.gtf.gz	gtf	263
Phytophthora_infestans	ASM14294v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Phytophthora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phytophthora_infestans/dna/Phytophthora_infestans.ASM14294v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phytophthora_infestans/Phytophthora_infestans.ASM14294v1.47.gtf.gz	gtf	263
Phytophthora_kernoviae	PhyKer238-432v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Phytophthora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phytophthora_kernoviae/dna/Phytophthora_kernoviae.PhyKer238_432v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phytophthora_kernoviae/Phytophthora_kernoviae.PhyKer238_432v1.47.gtf.gz	gtf	263
Phytophthora_parasitica	Phyt_para_P1569_V1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Phytophthora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phytophthora_parasitica/dna/Phytophthora_parasitica.Phyt_para_P1569_V1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phytophthora_parasitica/Phytophthora_parasitica.Phyt_para_P1569_V1.47.gtf.gz	gtf	263
Phytophthora_ramorum	ASM14973v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Phytophthora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phytophthora_ramorum/dna/Phytophthora_ramorum.ASM14973v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phytophthora_ramorum/Phytophthora_ramorum.ASM14973v1.47.gtf.gz	gtf	263
Phytophthora_sojae	P.sojae_V3.0	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Phytophthora	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/phytophthora_sojae/dna/Phytophthora_sojae.P_sojae_V3_0.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/phytophthora_sojae/Phytophthora_sojae.P_sojae_V3_0.47.gtf.gz	gtf	263
Pythium_ultimum	pug	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Pythium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/pythium_ultimum/dna/Pythium_ultimum.pug.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/pythium_ultimum/Pythium_ultimum.pug.47.gtf.gz	gtf	263
Pythium_vexans	pve_scaffolds_v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Peronosporales::Pythium	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/pythium_vexans/dna/Pythium_vexans.pve_scaffolds_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/pythium_vexans/Pythium_vexans.pve_scaffolds_v1.47.gtf.gz	gtf	263
Achlya_hypogyna	ACH_lane_v1	EnsemblProtists47	TSAR::Stramenopila::Protista::Stramenopiles::Gyrista::Peronosporomycetes::Saprolegniales::Achlya	http://ftp.ensemblgenomes.org/pub/protists/release-47/fasta/protists_stramenopiles1_collection/achlya_hypogyna_gca_002081595/dna/Achlya_hypogyna_gca_002081595.ACH_lane_v1.dna.toplevel.fa.gz	http://ftp.ensemblgenomes.org/pub/protists/release-47/gtf/protists_stramenopiles1_collection/achlya_hypogyna_gca_002081595/Achlya_hypogyna_gca_002081595.ACH_lane_v1.47.gtf.gz	gtf	263
Drosophila_melanogaster	BDGP6.28	EnsemblVertebrates99	Amorphea::Opisthokonta::Animalia::Arthropoda::Insecta::Diptera::Drosophilidae::Drosophila	http://ftp.ensembl.org/pub/release-99/fasta/drosophila_melanogaster/dna/Drosophila_melanogaster.BDGP6.28.dna.toplevel.fa.gz	http://ftp.ensembl.org/pub/release-99/gtf/drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28.99.gtf.gz	gtf	263
